id,prenom,nom,sexe,age,telephone,email,adresse,region,departement,groupe_sanguin,profession,date_dernier_don,frequence_annuelle,statut_actif
DON-61543,Serigne,Niang,M,49,+221 75 867 10 57,serigne.niang@example.sn,"Quartier Médina, Bounkiling",Sédhiou,Bounkiling,B+,Informaticien,2025-11-03,3,True
DON-47453,Ibrahima,Cisse,M,50,+221 75 113 71 94,ibrahima.cisse@example.sn,"Quartier Escale, Goudomp",Sédhiou,Goudomp,O+,Journaliste,2024-10-10,0,False
DON-83638,Nafi,Diallo,F,30,+221 78 708 21 39,nafi.diallo@example.sn,"Quartier Diamaguène, Dagana",Saint-Louis,Dagana,B+,Maçon,2024-06-30,0,False
DON-90090,Dieynaba,Mbacke,F,28,+221 77 315 86 13,dieynaba.mbacke@example.sn,"Quartier Escale, Podor",Saint-Louis,Podor,O-,Électricien,2024-03-09,1,False
DON-15276,Fama,Diallo,F,26,+221 77 165 28 68,fama.diallo@example.sn,"Quartier Médina, Saint-Louis",Saint-Louis,Saint-Louis,B+,Tailleur,2024-09-09,1,False
DON-61505,Ndeye,Kane,F,29,+221 75 602 03 19,ndeye.kane@example.sn,"Quartier Diamaguène, Ziguinchor",Ziguinchor,Ziguinchor,O+,Tailleur,2025-08-21,4,True
DON-86507,Rokhaya,Samb,F,29,+221 70 144 70 65,rokhaya.samb@example.sn,"Quartier Diamaguène, Rufisque",Dakar,Rufisque,A+,Sans emploi,2024-12-04,1,False
DON-59832,El Hadji,Diop,M,25,+221 78 506 33 84,elhadji.diop@example.sn,"Quartier Escale, Koumpentoum",Tambacounda,Koumpentoum,O+,Mécanicien,2024-05-10,0,False
DON-90147,Pape,Ba,M,31,+221 76 204 49 06,pape.ba@example.sn,"Quartier Médina, Kolda",Kolda,Kolda,A+,Ingénieur,2024-09-08,0,False
DON-54869,Khadija,Ly,F,29,+221 75 694 39 49,khadija.ly@example.sn,"Quartier HLM, Bignona",Ziguinchor,Bignona,A+,Sans emploi,2024-08-07,0,False
DON-37168,Alioune,Ndoye,M,54,+221 76 631 90 61,alioune.ndoye@example.sn,"Quartier Plateau, Kaolack",Kaolack,Kaolack,O-,Comptable,2025-04-14,2,False
DON-29198,Sokhna,Sow,F,51,+221 70 170 57 58,sokhna.sow@example.sn,"Quartier HLM, Koumpentoum",Tambacounda,Koumpentoum,B+,Enseignant,2025-02-15,1,False
DON-83664,Bintou,Camara,F,26,+221 70 330 30 58,bintou.camara@example.sn,"Quartier Escale, Kanel",Matam,Kanel,O+,Infirmier,2025-05-02,0,False
DON-53292,Daouda,Wade,M,38,+221 76 268 68 63,daouda.wade@example.sn,"Quartier Médina, Ziguinchor",Ziguinchor,Ziguinchor,A+,Etudiant,2024-12-07,2,False
DON-52096,Assane,Sarr,M,39,+221 70 199 25 83,assane.sarr@example.sn,"Quartier Escale, Bounkiling",Sédhiou,Bounkiling,O+,Infirmier,2025-04-15,2,False
DON-74930,Moussa,Thiam,M,53,+221 78 585 64 49,moussa.thiam@example.sn,"Quartier Escale, Louga",Louga,Louga,A+,Etudiant,2024-12-24,1,False
DON-76088,Lamine,Cisse,M,35,+221 76 557 74 46,lamine.cisse@example.sn,"Quartier Médina, Goudomp",Sédhiou,Goudomp,B+,Mécanicien,2025-09-19,3,True
DON-48669,El Hadji,Mbacke,M,41,+221 75 424 07 08,elhadji.mbacke@example.sn,"Quartier Médina, Salémata",Kédougou,Salémata,A+,Électricien,2025-02-23,1,False
DON-42512,Mariama,Mbaye,F,25,+221 77 537 52 50,mariama.mbaye@example.sn,"Quartier Plateau, Kédougou",Kédougou,Kédougou,A+,Infirmier,2025-03-09,1,False
DON-18142,Awa,Cisse,F,27,+221 77 880 80 32,awa.cisse@example.sn,"Quartier HLM, Tambacounda",Tambacounda,Tambacounda,B+,Fonctionnaire,2025-06-07,1,False
DON-72676,Maimouna,Sow,F,30,+221 78 863 32 75,maimouna.sow@example.sn,"Quartier Diamaguène, Salémata",Kédougou,Salémata,A+,Comptable,2025-09-20,4,True
DON-88094,Safietou,Ndoye,F,46,+221 77 981 65 38,safietou.ndoye@example.sn,"Quartier Plateau, Podor",Saint-Louis,Podor,O+,Ingénieur,2024-03-09,2,False
DON-36497,Mariama,Diagne,F,22,+221 75 351 41 05,mariama.diagne@example.sn,"Quartier Médina, Tambacounda",Tambacounda,Tambacounda,B-,Tailleur,2024-09-04,2,False
DON-68390,Aissatou,Dia,F,37,+221 77 860 73 31,aissatou.dia@example.sn,"Quartier Médina, Gossas",Fatick,Gossas,A+,Ingénieur,2024-08-30,1,False
DON-61897,Amy,Diop,F,40,+221 70 105 05 91,amy.diop@example.sn,"Quartier Médina, Bignona",Ziguinchor,Bignona,B+,Enseignant,2026-01-12,1,True
DON-71875,Bineta,Diaw,F,61,+221 77 581 65 82,bineta.diaw@example.sn,"Quartier Plateau, Tivaouane",Thiès,Tivaouane,O+,Fonctionnaire,2025-11-25,2,True
DON-20518,Bineta,Wade,F,49,+221 75 323 11 98,bineta.wade@example.sn,"Quartier HLM, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,O+,Mécanicien,2025-01-15,0,False
DON-70686,Dieynaba,Gueye,F,47,+221 75 811 56 87,dieynaba.gueye@example.sn,"Quartier Diamaguène, Matam",Matam,Matam,O+,Électricien,2025-04-04,0,False
DON-14222,Pape,Diallo,M,25,+221 76 126 24 92,pape.diallo@example.sn,"Quartier Médina, Bambey",Diourbel,Bambey,O+,Informaticien,2025-10-11,1,True
DON-15798,Boubacar,Diop,M,40,+221 76 836 45 73,boubacar.diop@example.sn,"Quartier Médina, Goudomp",Sédhiou,Goudomp,O+,Architecte,2025-05-29,0,False
DON-85690,Amadou,Niang,M,46,+221 75 637 98 67,amadou.niang@example.sn,"Quartier Médina, Kaolack",Kaolack,Kaolack,O+,Maçon,2025-03-14,0,False
DON-92050,Assane,Cisse,M,36,+221 76 931 51 37,assane.cisse@example.sn,"Quartier Escale, Kaolack",Kaolack,Kaolack,AB-,Comptable,2025-08-08,4,True
DON-72065,Maimouna,Thiam,F,28,+221 78 478 06 54,maimouna.thiam@example.sn,"Quartier HLM, Kolda",Kolda,Kolda,A+,Agriculteur,2024-08-02,1,False
DON-36651,Djibril,Thiam,M,35,+221 70 232 65 81,djibril.thiam@example.sn,"Quartier Plateau, Vélingara",Kolda,Vélingara,B+,Comptable,2025-05-18,0,False
DON-34662,Ibrahima,Camara,M,37,+221 75 464 09 33,ibrahima.camara@example.sn,"Quartier Plateau, Vélingara",Kolda,Vélingara,A+,Informaticien,2025-11-21,3,True
DON-41797,Fatou,Faye,F,24,+221 75 443 11 61,fatou.faye@example.sn,"Quartier Plateau, Gossas",Fatick,Gossas,O-,Infirmier,2024-10-01,2,False
DON-57139,Safietou,Cisse,F,35,+221 75 934 29 28,safietou.cisse@example.sn,"Quartier Plateau, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,B+,Mécanicien,2025-05-12,2,False
DON-39002,Safietou,Samb,F,30,+221 78 127 21 24,safietou.samb@example.sn,"Quartier HLM, Birkelane",Kaffrine,Birkelane,B+,Architecte,2024-07-07,2,False
DON-75444,Sokhna,Gueye,F,26,+221 75 666 33 88,sokhna.gueye@example.sn,"Quartier HLM, Foundiougne",Fatick,Foundiougne,AB+,Sans emploi,2025-05-28,2,False
DON-34123,Oumou,Diouf,F,25,+221 75 198 53 60,oumou.diouf@example.sn,"Quartier Diamaguène, Kanel",Matam,Kanel,O+,Commerçant,2024-09-21,0,False
DON-29795,Youssoupha,Ndiaye,M,47,+221 77 466 95 07,youssoupha.ndiaye@example.sn,"Quartier Diamaguène, Kolda",Kolda,Kolda,A+,Avocat,2024-02-10,1,False
DON-10866,Boubacar,Sarr,M,52,+221 75 790 11 15,boubacar.sarr@example.sn,"Quartier Escale, Saraya",Kédougou,Saraya,O+,Etudiant,2026-01-18,3,True
DON-24026,Fatou,Niang,F,40,+221 77 979 77 27,fatou.niang@example.sn,"Quartier Médina, Linguère",Louga,Linguère,O+,Infirmier,2025-08-04,0,False
DON-84055,Bineta,Camara,F,23,+221 78 478 92 55,bineta.camara1@example.sn,"Quartier HLM, Dagana",Saint-Louis,Dagana,O+,Enseignant,2024-10-21,2,False
DON-32463,Abdoulaye,Mbaye,M,36,+221 77 938 62 32,abdoulaye.mbaye@example.sn,"Quartier Plateau, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,A+,Tailleur,2026-01-25,1,True
DON-19744,Babacar,Faye,M,50,+221 70 155 20 00,babacar.faye@example.sn,"Quartier Médina, Linguère",Louga,Linguère,B+,Tailleur,2025-12-18,1,True
DON-31292,Abdou,Gueye,M,46,+221 75 503 44 53,abdou.gueye@example.sn,"Quartier Diamaguène, Podor",Saint-Louis,Podor,O+,Électricien,2025-04-03,2,False
DON-75639,Seynabou,Toure,F,45,+221 70 190 08 76,seynabou.toure@example.sn,"Quartier Escale, Matam",Matam,Matam,O+,Journaliste,2025-11-15,2,True
DON-13883,Lamine,Kane,M,55,+221 70 855 89 77,lamine.kane@example.sn,"Quartier Plateau, Podor",Saint-Louis,Podor,B+,Infirmier,2025-03-06,1,False
DON-48715,Adama,Diouf,F,39,+221 78 223 32 37,adama.diouf@example.sn,"Quartier Escale, Saraya",Kédougou,Saraya,A+,Chauffeur,2024-05-11,0,False
DON-21995,Maimouna,Gaye,F,42,+221 77 617 18 69,maimouna.gaye@example.sn,"Quartier Plateau, Kédougou",Kédougou,Kédougou,B+,Comptable,2025-10-17,3,True
DON-23538,Amadou,Fall,M,32,+221 77 250 35 54,amadou.fall@example.sn,"Quartier HLM, Bambey",Diourbel,Bambey,AB+,Architecte,2024-12-13,0,False
DON-41816,Seynabou,Ndiaye,F,31,+221 75 974 26 83,seynabou.ndiaye@example.sn,"Quartier Médina, Guinguinéo",Kaolack,Guinguinéo,A+,Électricien,2024-07-11,0,False
DON-65194,Alioune,Cisse,M,24,+221 70 912 40 53,alioune.cisse@example.sn,"Quartier Escale, Guinguinéo",Kaolack,Guinguinéo,A+,Comptable,2025-04-27,1,False
DON-49932,El Hadji,Sarr,M,38,+221 77 763 86 09,elhadji.sarr@example.sn,"Quartier HLM, Goudomp",Sédhiou,Goudomp,B+,Électricien,2025-09-18,3,True
DON-89064,Awa,Thiam,F,58,+221 78 903 64 49,awa.thiam@example.sn,"Quartier HLM, Linguère",Louga,Linguère,A+,Fonctionnaire,2025-03-12,1,False
DON-52714,Sokhna,Sane,F,34,+221 76 570 26 56,sokhna.sane@example.sn,"Quartier Plateau, Ranérou",Matam,Ranérou,AB+,Comptable,2025-05-31,0,False
DON-37479,Abdou,Ndoye,M,44,+221 76 588 77 26,abdou.ndoye@example.sn,"Quartier Escale, Mbacké",Diourbel,Mbacké,A+,Journaliste,2024-10-19,2,False
DON-59412,Ndeye,Sarr,F,27,+221 77 853 40 89,ndeye.sarr@example.sn,"Quartier Diamaguène, Kaolack",Kaolack,Kaolack,A+,Sans emploi,2024-11-27,2,False
DON-80373,Fama,Niang,F,31,+221 75 242 57 60,fama.niang@example.sn,"Quartier Escale, Linguère",Louga,Linguère,A+,Infirmier,2025-01-31,2,False
DON-62378,Khady,Sarr,F,36,+221 70 822 18 45,khady.sarr@example.sn,"Quartier Escale, Tambacounda",Tambacounda,Tambacounda,O+,Etudiant,2024-04-12,0,False
DON-68429,Astou,Niang,F,36,+221 70 756 21 42,astou.niang@example.sn,"Quartier Plateau, Ranérou",Matam,Ranérou,O+,Ingénieur,2025-06-22,0,False
DON-28569,Fatou,Ly,F,31,+221 70 623 26 51,fatou.ly@example.sn,"Quartier HLM, Mbour",Thiès,Mbour,O+,Avocat,2025-10-08,2,True
DON-49356,Bineta,Ly,F,42,+221 77 293 08 10,bineta.ly@example.sn,"Quartier Escale, Mbour",Thiès,Mbour,B+,Tailleur,2025-11-27,1,True
DON-70562,El Hadji,Sy,M,35,+221 78 779 55 68,elhadji.sy@example.sn,"Quartier Médina, Ziguinchor",Ziguinchor,Ziguinchor,B+,Fonctionnaire,2024-11-24,2,False
DON-60965,Seynabou,Ndiaye,F,50,+221 77 460 36 80,seynabou.ndiaye1@example.sn,"Quartier Médina, Ranérou",Matam,Ranérou,B+,Chauffeur,2024-11-21,2,False
DON-24936,Abdou,Sow,M,25,+221 70 921 21 78,abdou.sow@example.sn,"Quartier Diamaguène, Podor",Saint-Louis,Podor,B+,Tailleur,2024-10-23,2,False
DON-32613,Salimata,Mbaye,F,29,+221 70 242 19 02,salimata.mbaye@example.sn,"Quartier Médina, Tambacounda",Tambacounda,Tambacounda,O+,Tailleur,2024-05-12,0,False
DON-88174,Mustapha,Sow,M,40,+221 78 743 75 84,mustapha.sow@example.sn,"Quartier Plateau, Bambey",Diourbel,Bambey,B+,Fonctionnaire,2024-12-02,1,False
DON-91187,Djibril,Diouf,M,24,+221 77 702 36 77,djibril.diouf@example.sn,"Quartier Escale, Bounkiling",Sédhiou,Bounkiling,B+,Sans emploi,2024-10-30,0,False
DON-68176,Samba,Ndoye,M,34,+221 76 380 60 47,samba.ndoye1@example.sn,"Quartier Escale, Oussouye",Ziguinchor,Oussouye,O+,Etudiant,2024-12-05,0,False
DON-74921,Aminata,Camara,F,28,+221 75 956 99 02,aminata.camara@example.sn,"Quartier Escale, Gossas",Fatick,Gossas,O+,Mécanicien,2024-07-04,1,False
DON-65725,Fama,Samb,F,43,+221 77 515 28 91,fama.samb@example.sn,"Quartier HLM, Saint-Louis",Saint-Louis,Saint-Louis,B+,Commerçant,2025-06-25,1,False
DON-37509,Bineta,Boye,F,32,+221 75 688 26 09,bineta.boye@example.sn,"Quartier Diamaguène, Louga",Louga,Louga,O-,Journaliste,2025-06-06,0,False
DON-80617,Cheikh,Samb,M,36,+221 78 643 00 06,cheikh.samb@example.sn,"Quartier HLM, Fatick",Fatick,Fatick,B-,Maçon,2024-06-02,2,False
DON-17770,Dieynaba,Wade,F,24,+221 70 312 88 30,dieynaba.wade@example.sn,"Quartier Médina, Kédougou",Kédougou,Kédougou,O+,Infirmier,2024-12-09,0,False
DON-45221,Astou,Toure,F,31,+221 76 729 43 47,astou.toure@example.sn,"Quartier Plateau, Linguère",Louga,Linguère,A+,Enseignant,2024-04-27,2,False
DON-73968,Samba,Niang,M,41,+221 70 104 14 91,samba.niang@example.sn,"Quartier Escale, Kanel",Matam,Kanel,O+,Avocat,2024-10-26,2,False
DON-74843,Mariama,Gaye,F,26,+221 70 641 67 78,mariama.gaye@example.sn,"Quartier HLM, Bignona",Ziguinchor,Bignona,B+,Tailleur,2025-07-02,2,False
DON-23051,Abdou,Boye,M,50,+221 76 127 31 55,abdou.boye@example.sn,"Quartier Escale, Bounkiling",Sédhiou,Bounkiling,O+,Fonctionnaire,2025-12-18,4,True
DON-30837,Fatou,Thiam,F,51,+221 70 256 59 85,fatou.thiam@example.sn,"Quartier HLM, Gossas",Fatick,Gossas,O+,Chauffeur,2025-03-31,0,False
DON-40689,Khadija,Wade,F,22,+221 76 253 00 68,khadija.wade@example.sn,"Quartier Escale, Kédougou",Kédougou,Kédougou,O+,Etudiant,2024-02-18,0,False
DON-55032,Mariama,Gueye,F,34,+221 77 808 52 52,mariama.gueye@example.sn,"Quartier Médina, Bakel",Tambacounda,Bakel,B+,Sans emploi,2026-01-26,1,True
DON-27973,Samba,Fall,M,23,+221 76 323 38 23,samba.fall@example.sn,"Quartier Médina, Matam",Matam,Matam,B+,Enseignant,2025-04-03,2,False
DON-63963,Boubacar,Sarr,M,30,+221 75 842 19 69,boubacar.sarr1@example.sn,"Quartier Médina, Bambey",Diourbel,Bambey,A+,Enseignant,2025-09-01,1,True
DON-42477,Youssoupha,Sow,M,30,+221 70 241 34 58,youssoupha.sow@example.sn,"Quartier Médina, Koumpentoum",Tambacounda,Koumpentoum,B+,Architecte,2025-09-13,3,True
DON-48737,Daouda,Wade,M,34,+221 77 501 54 76,daouda.wade1@example.sn,"Quartier Plateau, Kaolack",Kaolack,Kaolack,B+,Électricien,2024-12-29,0,False
DON-51480,Serigne,Sarr,M,35,+221 78 749 00 68,serigne.sarr@example.sn,"Quartier Diamaguène, Tambacounda",Tambacounda,Tambacounda,O+,Journaliste,2025-01-30,1,False
DON-38277,Youssoupha,Ly,M,20,+221 77 201 44 99,youssoupha.ly@example.sn,"Quartier Plateau, Saint-Louis",Saint-Louis,Saint-Louis,A+,Ingénieur,2025-05-11,1,False
DON-46368,Adama,Diaw,F,39,+221 77 619 93 74,adama.diaw@example.sn,"Quartier Escale, Kolda",Kolda,Kolda,B-,Ingénieur,2025-08-31,2,True
DON-94299,Djibril,Ba,M,38,+221 77 620 37 80,djibril.ba@example.sn,"Quartier Plateau, Vélingara",Kolda,Vélingara,O+,Infirmier,2024-03-08,0,False
DON-97304,Abdoulaye,Diagne,M,32,+221 78 300 39 21,abdoulaye.diagne@example.sn,"Quartier Escale, Kolda",Kolda,Kolda,O+,Agriculteur,2025-03-24,2,False
DON-25473,Moussa,Ly,M,25,+221 77 662 05 52,moussa.ly@example.sn,"Quartier Plateau, Koungheul",Kaffrine,Koungheul,A+,Chauffeur,2025-05-04,2,False
DON-75484,Alioune,Diaw,M,34,+221 75 379 98 05,alioune.diaw1@example.sn,"Quartier HLM, Tambacounda",Tambacounda,Tambacounda,B+,Fonctionnaire,2025-12-09,3,True
DON-11610,Abdou,Dia,M,26,+221 78 177 14 42,abdou.dia@example.sn,"Quartier Plateau, Matam",Matam,Matam,B+,Comptable,2025-12-20,4,True
DON-64967,Moussa,Diagne,M,36,+221 78 639 89 41,moussa.diagne@example.sn,"Quartier Médina, Louga",Louga,Louga,O+,Journaliste,2024-04-03,2,False
DON-33507,Coumba,Samb,F,30,+221 78 965 32 53,coumba.samb@example.sn,"Quartier Escale, Tivaouane",Thiès,Tivaouane,B+,Électricien,2025-12-12,1,True
DON-58354,Sokhna,Toure,F,29,+221 78 589 21 53,sokhna.toure@example.sn,"Quartier Diamaguène, Kébémer",Louga,Kébémer,AB+,Maçon,2026-01-26,2,True
DON-29735,Bineta,Seck,F,42,+221 77 787 92 64,bineta.seck@example.sn,"Quartier Escale, Sédhiou",Sédhiou,Sédhiou,B-,Infirmier,2025-05-28,2,False
DON-59319,Bintou,Samb,F,55,+221 70 274 39 75,bintou.samb@example.sn,"Quartier Médina, Matam",Matam,Matam,A+,Ingénieur,2024-04-01,0,False
DON-78125,Rokhaya,Diop,F,28,+221 76 724 93 78,rokhaya.diop@example.sn,"Quartier Plateau, Mbacké",Diourbel,Mbacké,A+,Enseignant,2025-06-11,2,False
DON-96827,Souleymane,Gueye,M,22,+221 78 497 23 70,souleymane.gueye@example.sn,"Quartier HLM, Salémata",Kédougou,Salémata,AB+,Chauffeur,2024-11-15,1,False
DON-36569,Maimouna,Samb,F,29,+221 78 282 82 60,maimouna.samb@example.sn,"Quartier Médina, Kanel",Matam,Kanel,A+,Mécanicien,2025-11-19,2,True
DON-69233,Oumou,Ba,F,35,+221 70 877 36 65,oumou.ba@example.sn,"Quartier HLM, Kolda",Kolda,Kolda,O+,Mécanicien,2025-07-06,0,False
DON-29441,Daouda,Cisse,M,41,+221 77 516 44 20,daouda.cisse@example.sn,"Quartier HLM, Linguère",Louga,Linguère,A+,Électricien,2025-03-05,2,False
DON-82869,Daouda,Cisse,M,21,+221 75 519 18 31,daouda.cisse1@example.sn,"Quartier Escale, Kaolack",Kaolack,Kaolack,B+,Avocat,2024-10-28,0,False
DON-99952,Ousmane,Ndiaye,M,24,+221 77 534 22 89,ousmane.ndiaye@example.sn,"Quartier Escale, Pikine",Dakar,Pikine,O+,Etudiant,2025-01-18,0,False
DON-26059,Malick,Mbacke,M,23,+221 77 873 42 11,malick.mbacke@example.sn,"Quartier Escale, Saint-Louis",Saint-Louis,Saint-Louis,O+,Fonctionnaire,2025-03-01,2,False
DON-38143,Nafi,Mbaye,F,30,+221 78 561 34 28,nafi.mbaye@example.sn,"Quartier HLM, Sédhiou",Sédhiou,Sédhiou,B+,Avocat,2025-02-06,0,False
DON-72787,Boubacar,Kane,M,39,+221 77 247 17 23,boubacar.kane@example.sn,"Quartier HLM, Bakel",Tambacounda,Bakel,B+,Électricien,2024-07-20,0,False
DON-12559,Mame,Sarr,F,27,+221 76 702 49 01,mame.sarr@example.sn,"Quartier Plateau, Podor",Saint-Louis,Podor,O-,Architecte,2024-07-27,1,False
DON-38707,Amy,Niang,F,27,+221 77 571 32 68,amy.niang@example.sn,"Quartier Escale, Malem Hodar",Kaffrine,Malem Hodar,A+,Sans emploi,2024-06-02,2,False
DON-79951,Safietou,Seck,F,23,+221 77 468 11 15,safietou.seck@example.sn,"Quartier Diamaguène, Fatick",Fatick,Fatick,O+,Électricien,2025-05-07,1,False
DON-13697,Moussa,Sy,M,45,+221 70 338 40 80,moussa.sy@example.sn,"Quartier Diamaguène, Goudiry",Tambacounda,Goudiry,O+,Informaticien,2024-06-08,1,False
DON-79002,Khady,Ly,F,22,+221 76 101 14 67,khady.ly@example.sn,"Quartier HLM, Dakar",Dakar,Dakar,O+,Informaticien,2026-01-14,2,True
DON-28566,Maimouna,Diouf,F,22,+221 77 982 97 62,maimouna.diouf@example.sn,"Quartier HLM, Dagana",Saint-Louis,Dagana,A+,Enseignant,2024-02-13,1,False
DON-93789,Amy,Sow,F,29,+221 76 632 31 32,amy.sow@example.sn,"Quartier Médina, Koungheul",Kaffrine,Koungheul,O+,Architecte,2024-11-13,2,False
DON-26691,Astou,Dia,F,30,+221 78 103 01 63,astou.dia@example.sn,"Quartier Diamaguène, Bakel",Tambacounda,Bakel,O+,Électricien,2025-04-08,2,False
DON-28434,Moussa,Kane,M,38,+221 70 230 53 78,moussa.kane@example.sn,"Quartier Médina, Birkelane",Kaffrine,Birkelane,A+,Comptable,2024-09-13,1,False
DON-68540,Malick,Wade,M,40,+221 77 544 95 26,malick.wade@example.sn,"Quartier Médina, Tivaouane",Thiès,Tivaouane,O+,Infirmier,2025-02-25,2,False
DON-65004,Omar,Camara,M,42,+221 78 794 60 88,omar.camara@example.sn,"Quartier Plateau, Saint-Louis",Saint-Louis,Saint-Louis,A+,Électricien,2024-11-12,1,False
DON-69151,Aissatou,Samb,F,39,+221 77 156 05 73,aissatou.samb1@example.sn,"Quartier HLM, Goudomp",Sédhiou,Goudomp,O+,Etudiant,2025-08-21,3,True
DON-81702,Aissatou,Fall,F,50,+221 77 666 98 69,aissatou.fall@example.sn,"Quartier Diamaguène, Birkelane",Kaffrine,Birkelane,A+,Sans emploi,2025-11-19,1,True
DON-34901,Bintou,Diouf,F,25,+221 76 545 04 04,bintou.diouf1@example.sn,"Quartier HLM, Koumpentoum",Tambacounda,Koumpentoum,A+,Maçon,2025-07-08,0,False
DON-21485,Ibrahima,Mbaye,M,25,+221 70 905 85 73,ibrahima.mbaye@example.sn,"Quartier Médina, Koumpentoum",Tambacounda,Koumpentoum,B+,Mécanicien,2024-11-23,0,False
DON-71727,Moussa,Sarr,M,33,+221 76 544 60 36,moussa.sarr@example.sn,"Quartier Escale, Kaolack",Kaolack,Kaolack,A+,Architecte,2024-12-23,1,False
DON-70956,Omar,Wade,M,25,+221 70 479 57 15,omar.wade@example.sn,"Quartier HLM, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,A+,Commerçant,2024-11-10,0,False
DON-17993,Abdoulaye,Dia,M,57,+221 76 976 74 75,abdoulaye.dia@example.sn,"Quartier Plateau, Malem Hodar",Kaffrine,Malem Hodar,AB+,Architecte,2024-07-17,2,False
DON-75811,Amy,Wade,F,28,+221 75 967 07 57,amy.wade@example.sn,"Quartier Diamaguène, Foundiougne",Fatick,Foundiougne,B+,Agriculteur,2025-12-30,1,True
DON-67067,Khady,Diouf,F,24,+221 78 348 09 85,khady.diouf@example.sn,"Quartier Diamaguène, Fatick",Fatick,Fatick,B+,Chauffeur,2024-03-06,1,False
DON-70051,Abdoulaye,Mbaye,M,35,+221 77 976 71 35,abdoulaye.mbaye1@example.sn,"Quartier Plateau, Bignona",Ziguinchor,Bignona,O+,Mécanicien,2024-08-20,1,False
DON-47498,Amadou,Seck,M,53,+221 75 676 91 67,amadou.seck@example.sn,"Quartier Plateau, Tambacounda",Tambacounda,Tambacounda,AB+,Chauffeur,2025-10-23,4,True
DON-89777,Amy,Kane,F,25,+221 76 165 06 62,amy.kane1@example.sn,"Quartier Plateau, Sédhiou",Sédhiou,Sédhiou,B+,Tailleur,2024-05-11,2,False
DON-50756,Ibrahima,Sane,M,51,+221 70 924 80 01,ibrahima.sane@example.sn,"Quartier Escale, Bounkiling",Sédhiou,Bounkiling,A+,Infirmier,2025-03-30,0,False
DON-21703,Nafi,Mbacke,F,27,+221 78 841 07 74,nafi.mbacke@example.sn,"Quartier Médina, Dagana",Saint-Louis,Dagana,B+,Journaliste,2024-04-13,2,False
DON-18600,Safietou,Niang,F,46,+221 70 950 26 13,safietou.niang@example.sn,"Quartier Plateau, Kébémer",Louga,Kébémer,B+,Agriculteur,2025-08-25,1,True
DON-16626,Cheikh,Wade,M,47,+221 70 434 05 07,cheikh.wade@example.sn,"Quartier HLM, Louga",Louga,Louga,A+,Comptable,2024-10-24,1,False
DON-68471,Bintou,Diagne,F,21,+221 78 896 21 69,bintou.diagne@example.sn,"Quartier Diamaguène, Tivaouane",Thiès,Tivaouane,B+,Architecte,2024-06-05,1,False
DON-60667,Khady,Samb,F,47,+221 77 373 31 32,khady.samb@example.sn,"Quartier Diamaguène, Nioro du Rip",Kaolack,Nioro du Rip,A+,Informaticien,2026-01-06,2,True
DON-11166,Daouda,Faye,M,31,+221 76 321 98 62,daouda.faye@example.sn,"Quartier Médina, Nioro du Rip",Kaolack,Nioro du Rip,A+,Etudiant,2024-03-07,0,False
DON-59345,Salimata,Gaye,F,57,+221 70 870 07 08,salimata.gaye@example.sn,"Quartier HLM, Nioro du Rip",Kaolack,Nioro du Rip,O+,Informaticien,2024-11-27,1,False
DON-96816,Khadija,Niang,F,31,+221 70 574 25 31,khadija.niang@example.sn,"Quartier HLM, Linguère",Louga,Linguère,A+,Mécanicien,2024-08-29,1,False
DON-95389,Lamine,Camara,M,48,+221 70 416 01 57,lamine.camara@example.sn,"Quartier Médina, Salémata",Kédougou,Salémata,A+,Ingénieur,2024-02-06,0,False
DON-75191,Boubacar,Mbaye,M,40,+221 70 535 24 50,boubacar.mbaye@example.sn,"Quartier Plateau, Salémata",Kédougou,Salémata,O+,Électricien,2024-04-03,1,False
DON-80075,Abdou,Diaw,M,29,+221 76 701 45 83,abdou.diaw@example.sn,"Quartier Diamaguène, Bakel",Tambacounda,Bakel,O+,Maçon,2024-03-03,0,False
DON-33995,Mustapha,Sow,M,42,+221 70 249 82 02,mustapha.sow1@example.sn,"Quartier Médina, Sédhiou",Sédhiou,Sédhiou,O+,Comptable,2024-07-11,0,False
DON-71674,Adama,Gaye,F,27,+221 77 219 48 01,adama.gaye@example.sn,"Quartier Plateau, Koungheul",Kaffrine,Koungheul,A-,Informaticien,2025-10-06,1,True
DON-54914,Dieynaba,Cisse,F,49,+221 76 867 67 74,dieynaba.cisse@example.sn,"Quartier Médina, Kolda",Kolda,Kolda,A+,Tailleur,2025-07-13,2,False
DON-17603,Youssoupha,Fall,M,38,+221 77 858 41 94,youssoupha.fall@example.sn,"Quartier HLM, Bounkiling",Sédhiou,Bounkiling,A+,Informaticien,2024-04-25,0,False
